,Elapsed time,N Paths,N stoplights,N steps,N paved edges,N unpaved edges,N unknown edge surfaces,Path badness
0,20.107896280288696,2.4,21.47847985347985,0.0,78.00100732600733,2.5393772893772892,94.71547619047618,87.40688515405388
