,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300
Elapsed time,223.7676968574524,210.08116841316223,191.58214139938354,167.24262738227844,154.55487966537476,141.9340536594391,137.05145740509033,127.0833067893982,122.96166729927063,124.60537648200989,117.35037899017334,113.31877946853638,108.90140867233276,99.83114647865295,94.50313186645508,88.72878122329712,85.81545400619507,81.91644477844238,81.1724145412445,77.28959465026855,77.47870254516602,77.70342779159546,75.2902660369873,75.90345358848572,76.06114029884338,75.83519959449768
Number of paths,12.0,12.0,9.0,11.0,11.0,9.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Average paths badness,170.5217129997145,170.5217129997145,153.64269519935786,153.1270592089462,153.1270592089462,161.87668736265107,173.1325869978322,173.1325869978322,173.1325869978322,173.1325869978322,190.24457716937772,191.18907519725266,190.24457716937772,190.24457716937772,190.24457716937772,190.24457716937772,190.24457716937772,190.24457716937772,190.24457716937772,190.24457716937772,190.24457716937772,190.24457716937772,190.24457716937772,190.24457716937772,190.24457716937772,190.24457716937772
