,"(16.40444240764465, 48.19675190787102)","(16.253945507310487, 48.20105010790031)","(16.37813870758685, 48.148956507776205)","(16.464780107778022, 48.216526607903326)","(16.405046007645307, 48.25367790798799)","(16.445702807736403, 48.15301310777529)","(16.471234207791944, 48.250879907973)","(16.400306307636036, 48.140493807755746)","(16.380436907591758, 48.16821060781559)","(16.40367340764266, 48.22140610792185)"
Elapsed time,3.3113489151000977,1.2644569873809814,6.332300901412964,1.5377681255340576,2.6330466270446777,2.989579916000366,1.1274847984313965,3.8926072120666504,3.6853294372558594,2.5623340606689453
Number of paths,7.0,2.0,11.0,1.0,8.0,16.0,0.0,8.0,15.0,7.0
Average paths badness,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Avg. number of stoplights,1.7142857142857142,4.0,4.545454545454546,4.0,0.25,0.0,,0.25,6.733333333333333,3.5714285714285716
Avg. number of steps,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Avg. number of paved edges,35.142857142857146,17.0,11.0,5.0,23.5,6.0625,,15.375,16.666666666666668,20.714285714285715
Avg. number of unpaved edges,0.0,0.0,0.0,0.0,0.0,0.5,,3.0,0.0,0.0
Avg. number of edges with unknown surface,21.0,14.0,26.454545454545453,24.0,24.25,15.0,,27.125,23.066666666666666,31.571428571428573
