,Elapsed time,N Paths,N stoplights,N steps,N paved edges,N unpaved edges,N unknown edge surfaces,Path badness
0,12.67739382982254,1.05,11.059583333333332,0.0,29.292916666666667,1.7279166666666668,30.58833333333333,1050.8177332821647
