,Elapsed time,N Paths,N stoplights,N steps,N paved edges,N unpaved edges,N unknown edge surfaces
0,12.309361350536346,6.73,12.774636956455824,0.012048192771084338,35.33875587300596,1.2616728783070958,45.04903511504281
