,0,5,10,15,20,25,30,35,40,45,50
Elapsed time,62.14721488952637,61.618577003479004,50.96162724494934,44.541932821273804,42.91058278083801,37.383949995040894,31.86134123802185,29.957432508468628,28.719935417175293,26.279770135879517,26.337805032730103
Number of paths,17.0,17.0,17.0,17.0,18.0,16.0,14.0,14.0,13.0,13.0,13.0
