,Elapsed time,N Paths,N stoplights,N steps,N paved edges,N unpaved edges,N unknown edge surfaces,Path badness
0,6.150088968276978,3.89,14.356240175105519,0.025974025974025976,35.54392619038894,1.0207851406586879,44.904256916850905,1514.0175915184263
