,Elapsed time,N Paths,N stoplights,N steps,N paved edges,N unpaved edges,N unknown edge surfaces
0,12.426762835979462,8.4,12.817191481352534,0.013636363636363636,36.879998115834276,1.1475589464332825,43.94091420875157
