,Elapsed time,N Paths,N stoplights,N steps,N paved edges,N unpaved edges,N unknown edge surfaces,Path badness
0,11.208658576011658,6.98,12.798242957179713,0.011764705882352941,38.76207602291281,0.845783491312341,42.66654682181742,76.11956691785508
