,Elapsed time,N Paths,N stoplights,N steps,N paved edges,N unpaved edges,N unknown edge surfaces,Path badness
0,126.82709429264068,2.0,44.332142857142856,0.0,128.03928571428574,1.7440476190476193,141.4375,212.38840160222964
