,Neutral,Avoid,Paved,Mean,Mean Change
0.5,362.4842998981476,362.4842998981476,369.1141228675842,364.6942408879598,
0.55,346.6861429214477,346.6861429214477,408.7694234848023,367.38056977589923,2.686328887939453
0.6000000000000001,361.3703169822693,361.3703169822693,401.8295192718506,374.8567177454631,7.47614796956384
0.6500000000000001,353.5420801639557,353.5420801639557,424.33633375167847,377.1401646931966,2.2834469477335233
0.7000000000000002,334.9266188144684,334.9266188144684,422.2928149700165,364.04868419965106,-13.091480493545532
0.7500000000000002,443.7414846420288,443.7414846420288,484.4331679344177,457.30537907282513,93.25669487317407
0.8000000000000003,465.70070791244507,465.70070791244507,512.215252161026,481.20555599530536,23.900176922480227
0.8500000000000003,414.62986874580383,414.62986874580383,494.0944950580597,441.1180775165558,-40.087478478749574
0.9000000000000004,505.9447257518768,505.9447257518768,643.7961573600769,551.8952029546102,110.77712543805444
0.9500000000000004,624.6146335601807,624.6146335601807,768.4193623065948,672.5495431423187,120.6543401877085
1.0,1349.3018851280212,1349.3018851280212,1363.4889209270475,1354.0308970610301,681.4813539187114
