,"(16.347453307518535, 48.175795107835704)","(16.306063307426022, 48.2244710079415)","(16.33485990749046, 48.18647560785937)","(16.437321207717943, 48.14339110775662)","(16.37543190758027, 48.202225407886274)","(16.434274407709545, 48.29484480806843)","(16.437110507717232, 48.17172900781501)","(16.416814407671126, 48.274647908029436)","(16.288538207387315, 48.206792507907494)","(16.267663107341004, 48.19985460789603)","(16.28567970738132, 48.18042720785359)","(16.360847207548247, 48.175038007832306)","(16.44943960774359, 48.259830907994434)","(16.40084560763678, 48.18658450785059)","(16.40840850765365, 48.174642407824976)","(16.35558860753663, 48.170731407824185)","(16.389733807611982, 48.20210890788408)","(16.38428960760046, 48.15096760777953)","(16.30895190743317, 48.168466307825774)","(16.254420307312014, 48.166939907829956)","(16.418660907676387, 48.17176520781766)","(16.387026507606336, 48.17064930781968)","(16.440134407724052, 48.156791007783816)","(16.36790500756398, 48.16787110781657)","(16.398927107632137, 48.222284807924325)","(16.431230807704235, 48.16946280781115)","(16.33719610749572, 48.18101590784784)","(16.42463440768895, 48.23481820794651)","(16.36013000754578, 48.24706800798062)","(16.24943910730087, 48.17221720784152)","(16.307113907428903, 48.18363040785731)","(16.38377460759882, 48.198342407877156)","(16.32910710747669, 48.260926208013345)","(16.380290907591416, 48.16932290781788)","(16.40939620765441, 48.294506808071226)","(16.289872507390918, 48.15815690780712)","(16.348906007520995, 48.236968507961386)","(16.376775107582805, 48.239098307961946)","(16.473865807798138, 48.21496860789885)","(16.40338170764132, 48.276493808035084)","(16.45054950774639, 48.2305831079342)","(16.448025507740535, 48.25342910798151)","(16.377539407584408, 48.24667230797739)","(16.39105240761417, 48.26161610800627)","(16.38174370759429, 48.20093200788277)","(16.26822020734257, 48.17616080784712)","(16.338922207499166, 48.21160120791056)","(16.328073107475912, 48.14249660776969)","(16.352760007529817, 48.216712007919206)","(16.419713507677553, 48.27477920802929)","(16.304270707422834, 48.16327720781576)","(16.361301807548948, 48.20166380788706)","(16.30515160742479, 48.16333350781572)","(16.281824507371912, 48.23978930797632)","(16.472191807794022, 48.25432770797996)","(16.41300360766267, 48.275526708031755)","(16.302961707418415, 48.271770908039194)","(16.31810980745326, 48.18779810786438)","(16.29810780740879, 48.19116050787401)","(16.432650307705984, 48.292508408063874)","(16.453671207753356, 48.22508010792246)","(16.303521507420896, 48.18534600786132)","(16.303477507420798, 48.18540590786144)","(16.392242307617607, 48.19658450787239)","(16.361339807549243, 48.184043007850796)","(16.387175907606675, 48.168512707815275)","(16.369804907567584, 48.22019260792403)","(16.32141420745986, 48.24319770797795)","(16.461742307771313, 48.21590190790248)","(16.369208807566515, 48.19875060787998)","(16.459279507765316, 48.265216608004145)","(16.464974407778012, 48.25755200798759)","(16.29623510740513, 48.15133290779218)","(16.433354607708605, 48.20344400788079)","(16.365408807558428, 48.16885620781896)","(16.461068307769526, 48.24373300795974)","(16.300076307412983, 48.20525760790279)","(16.43409200770916, 48.29397760806669)","(16.428925907699206, 48.16177300779562)","(16.43760660771694, 48.29423020806671)","(16.227661407251816, 48.21303440792849)","(16.44691030773792, 48.26513590800571)","(16.493298107840932, 48.233289307933795)","(16.397329807629394, 48.14547090776641)","(16.271088607348624, 48.199823707895504)","(16.435521607713856, 48.15607770778301)","(16.34429070751064, 48.244449007977394)","(16.364019407555453, 48.158711807798234)","(16.43637940771421, 48.295336308069146)","(16.35759750754008, 48.252100407991314)","(16.319133107455844, 48.16180730781071)","(16.29836180740987, 48.150137807789434)","(16.283564407376865, 48.161096907814006)","(16.28115910737033, 48.2468317079909)","(16.452980707751315, 48.27022190801528)","(16.30823220743085, 48.22332590793887)","(16.20863000720961, 48.20193670790818)","(16.46105680776956, 48.237765707947496)","(16.307887407429877, 48.23792730796895)","(16.346175007516113, 48.13679910775549)"
Elapsed time,10.673584699630737,13.07609224319458,18.398200750350952,7.432973146438599,25.02372407913208,2.7063863277435303,5.66420841217041,6.3051605224609375,14.951184272766113,11.0248703956604,10.269248485565186,25.251585245132446,10.895734310150146,17.907716512680054,12.23850679397583,22.89406991004944,20.87342405319214,14.17488408088684,12.242748498916626,2.2563788890838623,11.689838409423828,21.184786558151245,12.998172044754028,29.029744625091553,11.426355123519897,10.38979697227478,16.057740926742554,6.350985765457153,10.86977243423462,4.732619047164917,8.050260782241821,22.597384929656982,3.2093207836151123,22.562890768051147,2.546010971069336,15.574934482574463,16.642096757888794,7.399087429046631,3.6327826976776123,14.9937162399292,9.756701231002808,16.985471963882446,3.6246681213378906,6.996761798858643,24.952778577804565,7.004923582077026,19.155478715896606,7.834635496139526,19.56421446800232,6.388441801071167,10.268898725509644,28.381019592285156,12.498338222503662,5.845685243606567,2.4372520446777344,6.436180353164673,3.284280776977539,5.952193975448608,8.243132591247559,3.1121950149536133,4.856001615524292,12.427696466445923,10.62678050994873,20.146191596984863,27.279639959335327,19.87253212928772,11.454745769500732,12.956598281860352,8.38433313369751,22.870264053344727,7.380146741867065,8.99268651008606,13.473426342010498,1.1773133277893066,31.555789709091187,6.605712413787842,10.188652276992798,4.735708475112915,15.924232006072998,1.8363807201385498,3.7350826263427734,14.286535024642944,2.8613221645355225,12.265740156173706,13.790637254714966,10.241306781768799,12.472846508026123,14.982385635375977,2.223799705505371,8.124331951141357,11.324857473373413,19.41276216506958,12.433137893676758,5.434162378311157,8.765640497207642,14.993677854537964,1.9520115852355957,8.079106092453003,11.812490701675415,9.790041446685791
Number of paths,3.0,17.0,7.0,2.0,13.0,0.0,1.0,2.0,12.0,9.0,6.0,20.0,18.0,5.0,3.0,12.0,8.0,7.0,6.0,0.0,0.0,29.0,3.0,23.0,4.0,4.0,15.0,1.0,10.0,1.0,3.0,18.0,0.0,15.0,0.0,11.0,19.0,2.0,0.0,2.0,6.0,8.0,2.0,5.0,12.0,12.0,16.0,6.0,19.0,1.0,5.0,16.0,5.0,5.0,1.0,3.0,0.0,7.0,7.0,0.0,3.0,6.0,4.0,13.0,23.0,15.0,2.0,13.0,3.0,17.0,1.0,6.0,9.0,0.0,9.0,1.0,10.0,0.0,3.0,0.0,4.0,9.0,0.0,5.0,22.0,3.0,21.0,3.0,0.0,2.0,10.0,15.0,10.0,1.0,14.0,12.0,0.0,1.0,8.0,0.0
Average paths badness,14.005859990541467,29.28907156254188,146.35026290879392,1.3226737890950062,93.07022354227509,,0.0,12.589728656196712,8.058394596126467,23.173305923720665,28.28752021222378,34.982395100823304,37.610531860864285,81.69220044114645,30.74907602832233,31.781011809799946,59.60438173008174,14.082469573611888,19.415318203081217,,,42.14933172394919,2.093961140857876,35.35595167887269,40.8343936410547,19.97089722407941,88.02394310389796,83.47582133205015,25.106041549633666,0.0,25.79399167743486,67.85274260698881,,59.7561386762712,,14.090472585013147,38.868755275911916,69.21252341684567,,33.25770756241309,91.58536109862916,94.63607104745904,103.12017245046309,24.910515979709817,61.92936572399102,0.0,72.98718176415093,88.69919761452957,63.493980535306086,17.829082185467087,53.89269855722232,85.77133702012856,49.553253422346096,0.0,50.79650907635914,12.162969952799358,,111.64901138039984,57.60900672981773,,16.570117199369633,13.43013661908041,19.463292185200316,84.67105509880086,37.32221279708052,75.13807226026262,67.97923210749332,35.699821767488736,33.746668208866446,79.29692041879859,16.704706577676006,46.77290511466496,61.13581909338235,,39.06799842936471,34.40721460916029,35.272338806855444,,2.1116348473757776,,0.0,62.636721264483334,,29.493446008006323,25.37052417233161,0.0,33.20048918877122,17.316185049260337,,49.990174263301924,87.53648679642583,53.202762891200955,5.3335662361586405,0.0,60.9807132892015,30.998378368468746,,93.76011664264206,7.426676056747738,
Avg. number of stoplights,8.333333333333334,7.823529411764706,29.571428571428573,1.0,27.615384615384617,,0.0,4.0,1.9166666666666667,5.444444444444445,5.333333333333333,11.15,9.444444444444445,24.8,8.333333333333334,11.083333333333334,21.125,4.571428571428571,4.333333333333333,,,9.482758620689655,2.0,10.304347826086957,10.75,4.75,20.066666666666666,21.0,8.1,0.0,9.0,19.5,,14.266666666666667,,4.181818181818182,10.31578947368421,17.0,,5.5,12.166666666666666,15.125,21.5,6.6,16.25,0.0,19.5,21.666666666666668,18.263157894736842,6.0,10.6,21.875,11.0,0.0,12.0,8.333333333333334,,26.714285714285715,10.0,,6.333333333333333,6.0,8.5,25.307692307692307,12.869565217391305,16.066666666666666,9.5,10.846153846153847,7.666666666666667,23.58823529411765,9.0,9.0,15.88888888888889,,11.222222222222221,11.0,7.5,,1.3333333333333333,,0.0,13.333333333333334,,6.6,3.772727272727273,0.0,9.523809523809524,6.666666666666667,,14.5,16.0,14.133333333333333,1.8,0.0,11.071428571428571,8.666666666666666,,16.0,2.5,
Avg. number of steps,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
Avg. number of paved edges,45.333333333333336,29.58823529411765,54.857142857142854,10.0,79.76923076923077,,41.0,13.0,18.833333333333332,19.22222222222222,21.333333333333332,46.05,26.166666666666668,77.0,32.0,43.5,85.75,23.0,41.5,,,42.62068965517241,7.333333333333333,38.52173913043478,44.25,38.5,55.6,31.0,53.5,3.0,16.666666666666668,82.77777777777777,,44.06666666666667,,23.454545454545453,58.10526315789474,61.0,,24.5,22.666666666666668,26.125,75.5,50.0,81.66666666666667,16.25,42.5625,31.5,66.21052631578948,15.0,34.8,66.6875,39.4,10.4,38.0,15.0,,45.714285714285715,38.57142857142857,,18.666666666666668,20.0,22.5,81.23076923076923,51.47826086956522,42.13333333333333,80.5,30.846153846153847,14.666666666666666,68.58823529411765,26.0,19.166666666666668,42.666666666666664,,39.666666666666664,33.0,30.1,,11.333333333333334,,13.75,21.333333333333332,,22.8,18.272727272727273,14.333333333333334,48.142857142857146,46.666666666666664,,75.0,49.2,45.6,22.1,4.0,25.928571428571427,31.75,,20.0,20.875,
Avg. number of unpaved edges,0.3333333333333333,0.0,0.2857142857142857,0.0,0.0,,1.0,0.0,2.3333333333333335,1.6666666666666667,1.1666666666666667,0.4,0.2222222222222222,1.8,0.0,0.16666666666666666,0.125,0.2857142857142857,2.8333333333333335,,,0.5172413793103449,1.0,0.8260869565217391,0.75,1.0,0.0,0.0,0.0,12.0,3.0,0.2777777777777778,,0.2,,0.2727272727272727,0.3684210526315789,0.0,,0.5,0.3333333333333333,0.0,0.5,1.6,1.3333333333333333,0.5833333333333334,0.125,0.6666666666666666,0.10526315789473684,0.0,1.2,0.0625,1.0,8.6,0.0,0.0,,1.0,0.14285714285714285,,0.3333333333333333,9.5,8.75,1.2307692307692308,0.17391304347826086,0.06666666666666667,0.0,0.38461538461538464,0.6666666666666666,0.23529411764705882,0.0,0.0,1.1111111111111112,,2.0,0.0,0.0,,0.0,,0.0,0.0,,0.2,1.6818181818181819,2.0,0.23809523809523808,0.6666666666666666,,0.0,0.1,0.7333333333333333,2.8,15.0,0.0,0.08333333333333333,,0.0,0.75,
Avg. number of edges with unknown surface,64.33333333333333,55.294117647058826,42.857142857142854,48.5,39.69230769230769,,49.0,49.0,47.333333333333336,43.666666666666664,41.833333333333336,54.1,38.77777777777778,49.4,45.333333333333336,61.583333333333336,38.375,45.714285714285715,47.5,,,52.0,45.0,59.21739130434783,49.0,45.75,45.266666666666666,30.0,29.3,35.0,53.0,41.22222222222222,,54.666666666666664,,48.81818181818182,37.526315789473685,32.5,,41.0,41.5,40.375,35.5,48.2,42.25,49.416666666666664,48.5625,47.5,50.578947368421055,54.0,57.4,48.1875,52.8,31.6,22.0,46.333333333333336,,37.0,37.142857142857146,,47.0,49.666666666666664,49.0,39.07692307692308,51.82608695652174,49.6,31.0,37.61538461538461,46.666666666666664,63.705882352941174,31.0,37.833333333333336,50.333333333333336,,54.111111111111114,42.0,46.8,,24.333333333333332,,39.75,40.77777777777778,,41.8,39.45454545454545,41.333333333333336,33.23809523809524,51.333333333333336,,24.0,48.4,41.46666666666667,54.0,44.0,38.785714285714285,51.583333333333336,,43.0,34.25,
