,Elapsed time,N Paths,N stoplights,N steps,N paved edges,N unpaved edges,N unknown edge surfaces
0,137.47995334386826,8.38,48.33650208389145,0.023529411764705882,117.02400534772232,2.948802597852862,123.77445277993765
