,0,5,10,15,20,25,30,35,40,45,50
Elapsed time,112.23450708389282,109.6341118812561,97.16648602485657,88.73695755004883,84.6592481136322,83.0176694393158,82.33750629425049,77.9446771144867,77.99411702156067,76.57198858261108,73.81042313575745
Number of paths,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Average paths badness,4377.478350660065,4377.478350660065,4377.478350660065,4377.478350660065,4377.478350660065,4377.478350660065,4377.478350660065,4377.478350660065,4377.478350660065,4377.478350660065,4377.478350660065
