,"(16.40444240764465, 48.19675190787102)","(16.253945507310487, 48.20105010790031)","(16.37813870758685, 48.148956507776205)","(16.464780107778022, 48.216526607903326)","(16.405046007645307, 48.25367790798799)","(16.445702807736403, 48.15301310777529)","(16.471234207791944, 48.250879907973)","(16.400306307636036, 48.140493807755746)","(16.380436907591758, 48.16821060781559)","(16.40367340764266, 48.22140610792185)"
Elapsed time,2.915003538131714,1.2991230487823486,4.418503284454346,3.331831455230713,2.556455135345459,2.902190923690796,1.1432788372039795,3.910296678543091,5.4797523021698,2.526052951812744
Number of paths,6.0,2.0,8.0,2.0,8.0,16.0,0.0,8.0,14.0,6.0
Average paths badness,18.640648712493885,26.152993121397458,42.52219504408174,40.2802890785141,21.74039045785929,37.57072699665774,,33.498738990878024,35.07395450942818,31.230563130355108
Avg. number of stoplights,0.6666666666666666,4.0,3.75,2.0,0.25,0.0,,0.25,6.285714285714286,3.8333333333333335
Avg. number of steps,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Avg. number of paved edges,37.666666666666664,17.0,10.375,6.0,25.25,6.6875,,15.125,17.142857142857142,21.0
Avg. number of unpaved edges,0.0,0.0,0.0,0.0,0.0,0.3125,,2.125,0.0,0.0
Avg. number of edges with unknown surface,20.666666666666668,14.0,25.875,20.5,22.75,14.6875,,28.25,23.5,32.0
