,Elapsed time,N Paths,N stoplights,N steps,N paved edges,N unpaved edges,N unknown edge surfaces
0,137.96215648412704,9.95,46.85396294969693,0.02247191011235955,113.56294617472672,3.2739202710428046,123.22699897103018
