,Elapsed time,N Paths,N stoplights,N steps,N paved edges,N unpaved edges,N unknown edge surfaces,Path badness
0,121.48502400875091,6.86,36.783179717759246,0.0,116.36971159273894,3.6756606646650387,125.94546548565778,156.9194774381388
