,"(16.40444240764465, 48.19675190787102)","(16.253945507310487, 48.20105010790031)","(16.37813870758685, 48.148956507776205)","(16.464780107778022, 48.216526607903326)","(16.405046007645307, 48.25367790798799)","(16.445702807736403, 48.15301310777529)","(16.471234207791944, 48.250879907973)","(16.400306307636036, 48.140493807755746)","(16.380436907591758, 48.16821060781559)","(16.40367340764266, 48.22140610792185)"
Elapsed time,12.181095361709595,7.23033881187439,14.014649391174316,5.036468744277954,7.3902812004089355,4.322609901428223,5.741734266281128,6.599621295928955,23.264251708984375,4.2395408153533936
Number of paths,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Average paths badness,3000.198366150935,2859.191961120723,,,,,,,3018.12393701176,
Avg. number of stoplights,37.0,28.0,,,,,,,29.0,
Avg. number of steps,0.0,0.0,,,,,,,0.0,
Avg. number of paved edges,141.0,58.0,,,,,,,96.0,
Avg. number of unpaved edges,1.0,2.0,,,,,,,4.0,
Avg. number of edges with unknown surface,88.0,64.0,,,,,,,95.0,
