,"(16.40444240764465, 48.19675190787102)","(16.253945507310487, 48.20105010790031)","(16.37813870758685, 48.148956507776205)","(16.464780107778022, 48.216526607903326)","(16.405046007645307, 48.25367790798799)","(16.445702807736403, 48.15301310777529)","(16.471234207791944, 48.250879907973)","(16.400306307636036, 48.140493807755746)","(16.380436907591758, 48.16821060781559)","(16.40367340764266, 48.22140610792185)"
Elapsed time,30.60271120071411,17.749988079071045,28.713642597198486,9.042592287063599,11.110047578811646,4.041968822479248,13.645026922225952,14.549152374267578,43.87896394729614,15.46460509300232
Number of paths,5.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0
Average paths badness,89.20684807579273,146.23198528626017,,,,,,158.5091066387853,124.95694189256938,
Avg. number of stoplights,39.4,32.0,,,,,,24.8,31.666666666666668,
Avg. number of steps,0.0,0.0,,,,,,0.0,0.0,
Avg. number of paved edges,131.2,62.0,,,,,,63.0,108.0,
Avg. number of unpaved edges,0.8,2.0,,,,,,0.4,1.0,
Avg. number of edges with unknown surface,65.8,70.0,,,,,,82.0,96.83333333333333,
