,"(16.40444240764465, 48.19675190787102)","(16.253945507310487, 48.20105010790031)","(16.37813870758685, 48.148956507776205)","(16.464780107778022, 48.216526607903326)","(16.405046007645307, 48.25367790798799)","(16.445702807736403, 48.15301310777529)","(16.471234207791944, 48.250879907973)","(16.400306307636036, 48.140493807755746)","(16.380436907591758, 48.16821060781559)","(16.40367340764266, 48.22140610792185)"
Elapsed time,5.8722217082977295,4.564369440078735,7.8144683837890625,4.200519323348999,3.6092004776000977,7.141682863235474,3.908712387084961,5.431788682937622,12.373456239700317,5.4838948249816895
Number of paths,5.0,2.0,2.0,1.0,2.0,0.0,0.0,3.0,4.0,1.0
Average paths badness,62.79092520687882,24.680328026556708,6.094385220041659,8.660213108236348,58.52954521258471,,,23.510517593599918,37.27229910965298,18.042513655347648
Avg. number of stoplights,18.6,5.0,3.0,6.0,12.0,,,5.333333333333333,9.5,6.0
Avg. number of steps,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Avg. number of paved edges,85.8,37.5,24.0,10.0,72.5,,,24.0,38.5,37.0
Avg. number of unpaved edges,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,6.0
Avg. number of edges with unknown surface,37.0,43.0,52.0,40.0,51.0,,,52.0,51.25,62.0
