,"(16.40444240764465, 48.19675190787102)","(16.253945507310487, 48.20105010790031)","(16.37813870758685, 48.148956507776205)","(16.464780107778022, 48.216526607903326)","(16.405046007645307, 48.25367790798799)","(16.445702807736403, 48.15301310777529)","(16.471234207791944, 48.250879907973)","(16.400306307636036, 48.140493807755746)","(16.380436907591758, 48.16821060781559)","(16.40367340764266, 48.22140610792185)"
Elapsed time,4.0693395137786865,2.067474842071533,4.152520656585693,2.5471949577331543,2.1425774097442627,5.102776527404785,1.8624215126037598,3.5369856357574463,8.760934352874756,4.171655178070068
Number of paths,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0
Average paths badness,1522.0534769391973,1490.1359042103359,1548.1122611623957,1592.9652965475489,,,,1495.2088528848008,1470.4957601086298,
Avg. number of stoplights,14.666666666666666,10.0,11.333333333333334,4.0,,,,12.0,25.4,
Avg. number of steps,0.0,0.0,0.0,0.0,,,,0.0,0.0,
Avg. number of paved edges,82.0,34.0,25.666666666666668,13.0,,,,29.0,42.2,
Avg. number of unpaved edges,0.0,0.0,0.0,0.0,,,,0.0,0.0,
Avg. number of edges with unknown surface,36.333333333333336,38.0,56.333333333333336,36.0,,,,40.0,52.0,
