,Neutral,Avoid,Paved,Mean,Mean Change
0,21.0,21.0,28.0,23.333333333333332,
5,21.0,21.0,27.0,23.0,-0.33333333333333215
10,21.0,21.0,27.0,23.0,0.0
15,20.0,20.0,26.0,22.0,-1.0
20,21.0,21.0,27.0,23.0,1.0
25,21.0,21.0,25.0,22.333333333333332,-0.6666666666666679
30,20.0,20.0,24.0,21.333333333333332,-1.0
35,19.0,19.0,23.0,20.333333333333332,-1.0
40,19.0,19.0,23.0,20.333333333333332,0.0
45,18.0,18.0,23.0,19.666666666666668,-0.6666666666666643
50,18.0,18.0,23.0,19.666666666666668,0.0
