,0,5,10,15,20,25,30,35,40,45,50
Elapsed time,60.948137044906616,59.22046995162964,49.55008149147034,42.62208914756775,40.71037244796753,37.08350229263306,32.71970820426941,30.047064065933228,28.508684396743774,25.528016328811646,24.910359144210815
Number of paths,18.0,18.0,18.0,19.0,18.0,18.0,19.0,19.0,18.0,19.0,18.0
Average paths badness,74.81562841018341,74.81562841018341,74.95072247824464,72.0385843878125,74.81562841018336,70.02966044072815,69.17886818026042,69.17886818026042,69.4344160035628,71.78853650858022,72.78431034284348
