,0,5,10,15,20,25,30,35,40,45,50
Elapsed time,25.08944320678711,24.916435480117798,21.49976921081543,19.822298288345337,19.166030168533325,16.598753929138184,15.176462888717651,14.524479866027832,13.456149578094482,10.131098985671997,11.506863355636597
Number of paths,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
Average paths badness,1429.6655347054968,1429.6655347054968,1431.7657215570025,1431.7657215570025,1431.7657215570025,1432.8879387442037,1432.8879387442037,1432.8879387442037,1432.8879387442037,1437.2248681653048,1437.2248681653048
