,Neutral,Avoid,Paved,Mean,Mean Change
50,113.36732864379883,113.36732864379883,114.41011476516724,113.7149240175883,
60,105.27522039413452,105.27522039413452,110.38406753540039,106.97816944122314,-6.736754576365158
70,93.40682101249695,93.40682101249695,94.76768136024475,93.86044112841289,-13.117728312810257
80,86.43927955627441,86.43927955627441,90.40678286552429,87.76178065935771,-6.098660469055176
90,82.54520201683044,82.54520201683044,85.5698401927948,83.5534147421519,-4.2083659172058105
100,78.23084163665771,78.23084163665771,79.77619504928589,78.74595944086711,-4.80745530128479
110,70.48074984550476,70.48074984550476,74.13540291786194,71.69896753629048,-7.046991904576629
120,69.93633222579956,69.93633222579956,69.89947533607483,69.92404659589131,-1.77492094039917
130,62.546833515167236,62.546833515167236,60.93545365333557,62.00970689455668,-7.914339701334633
140,57.081804275512695,57.081804275512695,59.55184245109558,57.90515033404032,-4.104556560516357
150,56.18144226074219,56.18144226074219,56.12502574920654,56.16263675689697,-1.7425135771433489
160,53.18333172798157,53.18333172798157,57.32461929321289,54.563760916392006,-1.5988758405049666
170,51.737934589385986,51.737934589385986,53.8223180770874,52.43272908528646,-2.1310318311055454
180,50.82986807823181,50.82986807823181,52.64968705177307,51.43647440274557,-0.9962546825408936
190,49.83559727668762,49.83559727668762,53.03330421447754,50.90149958928426,-0.5349748134613037
200,47.59426999092102,47.59426999092102,50.92200422286987,48.70351473490397,-2.1979848543802945
210,44.909223318099976,44.909223318099976,51.094181537628174,46.97087605794271,-1.7326386769612583
220,44.77738690376282,44.77738690376282,50.66666269302368,46.74047883351644,-0.23039722442626953
230,41.84805417060852,41.84805417060852,46.6960232257843,43.464043855667114,-3.276434977849327
240,40.66118788719177,40.66118788719177,46.513707637786865,42.6120278040568,-0.8520160516103132
250,40.24110555648804,40.24110555648804,44.89885115623474,41.793687423070274,-0.8183403809865268
260,37.96929669380188,37.96929669380188,41.836737394332886,39.25844359397888,-2.5352438290913923
270,37.230281352996826,37.230281352996826,40.84147787094116,38.434013525644936,-0.824430068333946
280,35.50441837310791,35.50441837310791,40.37474966049194,37.12786213556925,-1.3061513900756836
290,33.61907482147217,33.61907482147217,36.67689895629883,34.638349533081055,-2.4895126024881975
300,33.09198713302612,33.09198713302612,34.00931477546692,33.39776301383972,-1.240586519241333
