,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300
Elapsed time,127.29630517959595,118.97386765480042,105.70710062980652,101.36701679229736,96.49547576904297,88.76245856285095,79.71600222587585,73.68758225440979,61.4257435798645,57.51249599456787,54.70525145530701,54.787513971328735,54.393895864486694,54.99616765975952,54.866947889328,51.73555254936218,49.954391956329346,48.37464499473572,46.988059282302856,46.49764013290405,45.61178684234619,41.502673387527466,39.13877272605896,38.47513270378113,38.39229345321655,33.089232444763184
Number of paths,34.0,32.0,29.0,28.0,28.0,25.0,20.0,19.0,17.0,16.0,16.0,16.0,16.0,16.0,17.0,15.0,13.0,13.0,13.0,13.0,12.0,12.0,8.0,8.0,3.0,3.0
