,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300
Elapsed time,114.41011476516724,110.38406753540039,94.76768136024475,90.40678286552429,85.5698401927948,79.77619504928589,74.13540291786194,69.89947533607483,60.93545365333557,59.55184245109558,56.12502574920654,57.32461929321289,53.8223180770874,52.64968705177307,53.03330421447754,50.92200422286987,51.094181537628174,50.66666269302368,46.6960232257843,46.513707637786865,44.89885115623474,41.836737394332886,40.84147787094116,40.37474966049194,36.67689895629883,34.00931477546692
Number of paths,23.0,23.0,23.0,22.0,19.0,18.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,14.0,15.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,4.0,5.0
Average paths badness,100.5702929261645,100.0302470845103,99.79072902586789,101.20769477631902,101.55736918225634,102.42024868847531,103.69831525459426,104.08652928668539,103.96632720534808,102.59109426045458,102.61559467151201,102.61559467151201,102.61559467151201,99.89228545109043,98.49310029389672,97.33185490375838,97.56243067684682,97.56243067684682,97.56243067684682,97.56243067684682,97.56243067684682,97.56243067684682,97.56243067684682,95.84071100714775,84.16172219421242,88.57020292475026
