,"(16.40444240764465, 48.19675190787102)","(16.253945507310487, 48.20105010790031)","(16.37813870758685, 48.148956507776205)","(16.464780107778022, 48.216526607903326)","(16.405046007645307, 48.25367790798799)","(16.445702807736403, 48.15301310777529)","(16.471234207791944, 48.250879907973)","(16.400306307636036, 48.140493807755746)","(16.380436907591758, 48.16821060781559)","(16.40367340764266, 48.22140610792185)"
Elapsed time,94.76533722877502,40.55697274208069,84.25953769683838,13.688820838928223,29.162797927856445,14.796594619750977,45.34355449676514,50.88313031196594,137.2957682609558,42.85339045524597
Number of paths,17.0,14.0,2.0,1.0,5.0,0.0,2.0,11.0,13.0,0.0
Average paths badness,141.3320161780005,121.43730674400702,42.52699400297297,77.92485156847215,65.22836133180172,,28.62934576648695,74.35093865167387,83.79848289586461,
Avg. number of stoplights,32.11764705882353,17.214285714285715,15.5,14.0,16.8,,5.5,16.363636363636363,22.76923076923077,
Avg. number of steps,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Avg. number of paved edges,124.11764705882354,59.0,79.0,25.0,68.6,,20.5,53.63636363636363,94.23076923076923,
Avg. number of unpaved edges,0.7647058823529411,0.7142857142857143,1.0,0.0,0.0,,1.0,0.8181818181818182,4.3076923076923075,
Avg. number of edges with unknown surface,84.6470588235294,78.28571428571429,112.0,68.0,79.8,,67.0,91.72727272727273,102.6923076923077,
