,Elapsed time,N Paths,N stoplights,N steps,N paved edges,N unpaved edges,N unknown edge surfaces,Path badness
0,5.391303765773773,1.0,11.814102564102562,0.0,49.29487179487179,1.2307692307692308,47.19230769230769,68.88383385173259
