,"(16.40444240764465, 48.19675190787102)","(16.253945507310487, 48.20105010790031)","(16.37813870758685, 48.148956507776205)","(16.464780107778022, 48.216526607903326)","(16.405046007645307, 48.25367790798799)","(16.445702807736403, 48.15301310777529)","(16.471234207791944, 48.250879907973)","(16.400306307636036, 48.140493807755746)","(16.380436907591758, 48.16821060781559)","(16.40367340764266, 48.22140610792185)"
Elapsed time,81.99224781990051,53.95650029182434,63.71708583831787,19.27567434310913,49.77982187271118,18.45463490486145,25.308988332748413,33.003504514694214,100.64413142204285,56.89816427230835
Number of paths,5.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0
Average paths badness,149.55589712597322,239.88196761106155,193.94940069396944,,,,242.76586762340776,,130.57793911403587,129.66253432339
Avg. number of stoplights,69.8,29.75,77.0,,,,43.0,,88.0,60.0
Avg. number of steps,0.0,0.0,0.0,,,,0.0,,0.0,0.0
Avg. number of paved edges,192.2,84.25,138.0,,,,70.0,,213.0,196.0
Avg. number of unpaved edges,0.2,2.75,0.0,,,,0.0,,0.5,0.0
Avg. number of edges with unknown surface,119.4,121.25,146.0,,,,91.0,,159.5,101.0
