,"(16.40444240764465, 48.19675190787102)","(16.253945507310487, 48.20105010790031)","(16.37813870758685, 48.148956507776205)","(16.464780107778022, 48.216526607903326)","(16.405046007645307, 48.25367790798799)","(16.445702807736403, 48.15301310777529)","(16.471234207791944, 48.250879907973)","(16.400306307636036, 48.140493807755746)","(16.380436907591758, 48.16821060781559)","(16.40367340764266, 48.22140610792185)"
Elapsed time,5.33632230758667,2.9983911514282227,5.201537370681763,5.628782510757446,4.246277570724487,4.87333345413208,4.295064687728882,5.009523868560791,9.856086254119873,3.5611910820007324
Number of paths,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0
Average paths badness,65.0105589761503,24.680328026556708,9.994824721058649,8.660213108236348,52.39951645480323,,,33.07183067137612,45.90957767281907,18.042513655347648
Avg. number of stoplights,18.0,5.0,4.0,6.0,12.0,,,6.0,10.0,6.0
Avg. number of steps,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Avg. number of paved edges,88.66666666666667,37.5,29.0,10.0,74.0,,,30.0,42.5,37.0
Avg. number of unpaved edges,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,6.0
Avg. number of edges with unknown surface,35.333333333333336,43.0,55.0,40.0,50.0,,,46.0,56.5,62.0
