,"(16.40444240764465, 48.19675190787102)","(16.253945507310487, 48.20105010790031)","(16.37813870758685, 48.148956507776205)","(16.464780107778022, 48.216526607903326)","(16.405046007645307, 48.25367790798799)","(16.445702807736403, 48.15301310777529)","(16.471234207791944, 48.250879907973)","(16.400306307636036, 48.140493807755746)","(16.380436907591758, 48.16821060781559)","(16.40367340764266, 48.22140610792185)"
Elapsed time,3.973996639251709,2.148733615875244,3.9214766025543213,2.657092571258545,2.023911237716675,3.101694107055664,1.9566845893859863,5.7174904346466064,5.9223504066467285,2.500676155090332
Number of paths,3.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0
Average paths badness,1522.0534769391973,1490.1359042103359,,1592.9652965475489,,,,1512.0918868862727,1472.4057936158274,
Avg. number of stoplights,14.666666666666666,10.0,,4.0,,,,12.666666666666666,21.0,
Avg. number of steps,0.0,0.0,,0.0,,,,0.0,0.0,
Avg. number of paved edges,82.0,34.0,,13.0,,,,22.0,44.5,
Avg. number of unpaved edges,0.0,0.0,,0.0,,,,0.0,0.0,
Avg. number of edges with unknown surface,36.333333333333336,38.0,,36.0,,,,50.666666666666664,48.5,
