Setting,Elapsed time,N Paths,N stoplights,N steps,N paved edges,N unpaved edges,N unknown edge surfaces,Path badness
neutral,3.284189233779907,6.48,3.962156598835456,0.0,13.435765716857295,0.683621762325466,19.973920737739583,
avoid,3.36497127532959,6.49,3.443443639536424,0.0,13.376488436132483,0.6985324328334785,20.372479436473903,13.177933965313496
prefer,3.2637109994888305,6.56,3.981462475468112,0.0,14.001482969079587,0.6312726249119164,19.755953484399537,35.215451556541794
paved,2.803088376522064,6.13,4.684140885286799,0.0,13.734972262550563,0.7563991563991564,20.278963417676177,616.7281180651197
