,Elapsed time,N Paths,N stoplights,N steps,N paved edges,N unpaved edges,N unknown edge surfaces,Path badness
0,8.761470198631287,0.4,31.333333333333332,0.0,98.33333333333333,2.3333333333333335,82.33333333333333,2959.171421427806
