,Elapsed time,N Paths,N stoplights,N steps,N paved edges,N unpaved edges,N unknown edge surfaces,Path badness
0,3.2921518206596376,7.82,3.3067082797335123,0.0,13.290557715501977,0.7634458833254014,20.201901208245523,12.97314092195047
