,Elapsed time,N Paths,N stoplights,N steps,N paved edges,N unpaved edges,N unknown edge surfaces
0,57.42073362350464,10.27,28.31049050198821,0.002127659574468085,73.5814093113838,2.616089278790827,84.60911526098616
