,Elapsed time,N Paths,N stoplights,N steps,N paved edges,N unpaved edges,N unknown edge surfaces,Path badness
0,50.50688029050827,7.82,30.086421935890545,0.0031746031746031746,78.75180325605912,1.8585618127724874,81.15301848599586,146.87451274890418
