,"(16.40444240764465, 48.19675190787102)","(16.253945507310487, 48.20105010790031)","(16.37813870758685, 48.148956507776205)","(16.464780107778022, 48.216526607903326)","(16.405046007645307, 48.25367790798799)","(16.445702807736403, 48.15301310777529)","(16.471234207791944, 48.250879907973)","(16.400306307636036, 48.140493807755746)","(16.380436907591758, 48.16821060781559)","(16.40367340764266, 48.22140610792185)"
Elapsed time,167.81227731704712,105.98346281051636,120.61842656135559,43.76949954032898,84.59801411628723,34.03884720802307,62.93359875679016,93.51580739021301,189.91078114509583,126.99919939041138
Number of paths,8.0,12.0,8.0,0.0,1.0,2.0,1.0,4.0,8.0,4.0
Average paths badness,170.62335584960624,106.77656293587627,180.08361002617994,,130.7407175878543,91.92766408933494,95.6183545467502,110.16054578534477,211.80961915790317,151.26219861544814
Avg. number of stoplights,40.875,21.25,47.125,,16.0,18.5,12.0,27.75,53.375,48.75
Avg. number of steps,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Avg. number of paved edges,141.625,92.66666666666667,122.375,,42.0,85.5,40.0,109.75,160.125,194.25
Avg. number of unpaved edges,3.125,5.25,1.75,,2.0,0.0,0.0,0.75,2.625,0.25
Avg. number of edges with unknown surface,124.25,128.33333333333334,131.375,,99.0,123.0,101.0,123.75,155.25,124.75
