,Elapsed time,N Paths,N stoplights,N steps,N paved edges,N unpaved edges,N unknown edge surfaces,Path badness
0,3.36497127532959,6.49,3.443443639536424,0.0,13.376488436132483,0.6985324328334785,20.372479436473903,13.177933965313496
