,Neutral,Avoid,Paved,Mean,Mean Change
0,13.0,13.0,13.0,13.0,
5,13.0,13.0,13.0,13.0,0.0
10,13.0,13.0,13.0,13.0,0.0
15,13.0,13.0,13.0,13.0,0.0
20,13.0,13.0,13.0,13.0,0.0
25,13.0,13.0,13.0,13.0,0.0
30,13.0,13.0,13.0,13.0,0.0
35,13.0,13.0,13.0,13.0,0.0
40,12.0,12.0,13.0,12.333333333333334,-0.6666666666666661
45,12.0,12.0,13.0,12.333333333333334,0.0
50,12.0,12.0,13.0,12.333333333333334,0.0
