,Avoid,Paved
0,166.34011105501025,177.50111955368448
5,166.34011105501025,177.50111955368448
10,166.34011105501025,177.50111955368448
15,166.34011105501025,177.48247776995174
20,166.34011105501025,177.48247776995174
25,166.34011105501025,177.48247776995174
30,166.34011105501025,177.48247776995174
35,166.34011105501025,177.48247776995174
40,170.5217129997145,177.48247776995174
45,170.5217129997145,177.35586857046195
50,170.5217129997145,177.35586857046195
