,"(16.40444240764465, 48.19675190787102)","(16.253945507310487, 48.20105010790031)","(16.37813870758685, 48.148956507776205)","(16.464780107778022, 48.216526607903326)","(16.405046007645307, 48.25367790798799)","(16.445702807736403, 48.15301310777529)","(16.471234207791944, 48.250879907973)","(16.400306307636036, 48.140493807755746)","(16.380436907591758, 48.16821060781559)","(16.40367340764266, 48.22140610792185)"
Elapsed time,2.12024188041687,1.1399497985839844,3.1615452766418457,1.2982866764068604,1.9080238342285156,2.3700921535491943,1.111037254333496,3.2439486980438232,4.283994674682617,1.8821229934692383
Number of paths,3.0,1.0,7.0,1.0,4.0,13.0,0.0,6.0,10.0,4.0
Average paths badness,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Avg. number of stoplights,4.0,4.0,4.857142857142857,4.0,0.5,0.0,,0.0,6.4,3.75
Avg. number of steps,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Avg. number of paved edges,33.666666666666664,19.0,10.571428571428571,5.0,25.5,5.3076923076923075,,14.666666666666666,16.7,20.25
Avg. number of unpaved edges,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,,4.0,0.0,0.0
Avg. number of edges with unknown surface,21.333333333333332,12.0,29.0,24.0,23.0,16.615384615384617,,27.666666666666668,22.8,32.75
