,"(16.40444240764465, 48.19675190787102)","(16.253945507310487, 48.20105010790031)","(16.37813870758685, 48.148956507776205)","(16.464780107778022, 48.216526607903326)","(16.405046007645307, 48.25367790798799)","(16.445702807736403, 48.15301310777529)","(16.471234207791944, 48.250879907973)","(16.400306307636036, 48.140493807755746)","(16.380436907591758, 48.16821060781559)","(16.40367340764266, 48.22140610792185)"
Elapsed time,2.102191925048828,2.636784553527832,3.9246227741241455,1.3867123126983643,3.289299249649048,3.294013500213623,0.9993207454681396,4.412514686584473,1.9279322624206543,3.0964431762695312
Number of paths,2.0,0.0,1.0,2.0,2.0,1.0,0.0,7.0,1.0,1.0
Average paths badness,19.49397603997545,,44.629628628407545,40.70305206685259,19.05155413054399,36.6916660800573,,34.23343157096929,31.490486820006936,32.91119099785874
Avg. number of stoplights,2.0,,0.0,2.0,1.0,0.0,,0.0,8.0,4.0
Avg. number of steps,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Avg. number of paved edges,38.5,,8.0,6.0,26.0,4.0,,14.428571428571429,21.0,22.0
Avg. number of unpaved edges,0.0,,0.0,0.0,0.0,0.0,,2.2857142857142856,0.0,0.0
Avg. number of edges with unknown surface,25.0,,23.0,20.5,22.0,15.0,,27.571428571428573,30.0,34.0
