,Elapsed time,N Paths,N stoplights,N steps,N paved edges,N unpaved edges,N unknown edge surfaces,Path badness
0,114.32897189855575,12.85,21.299586240254083,0.0,72.54724362979559,2.022384626365166,88.09212850232312,94.93000801932288
