,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200
Elapsed time,26.118602514266968,24.573052406311035,22.375032424926758,22.075251817703247,20.50287961959839,19.02853274345398,18.007379055023193,17.32681655883789,16.471277236938477,15.799016237258911,14.49390983581543,12.522921323776245,13.068922996520996,12.75128698348999,12.025906801223755,11.667670726776123,12.017245531082153,11.850239515304565,10.447443962097168,10.527245283126831,10.533947467803955,12.259717464447021,10.348620891571045,9.410046577453613,10.809196710586548,10.449859380722046,9.577132940292358,9.77998661994934,9.87517523765564,9.690337896347046,9.630286693572998
Number of paths,13.0,11.0,11.0,13.0,12.0,10.0,10.0,10.0,9.0,7.0,7.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0
