Neutral,Avoid,Prefer,Paved,Distance
0.04000000000000001,0.03999999999999998,0.04000000000000001,0.04000000000000001,2000
0.05000000000000002,0.03,0.05999999999999997,0.05000000000000002,5000
0.05,0.05,0.03999999999999998,0.07,10000
0.039999999999999994,0.04000000000000001,0.040000000000000036,0.020000000000000018,15000
