,Elapsed time,N Paths,N stoplights,N steps,N paved edges,N unpaved edges,N unknown edge surfaces,Path badness
0,11.170226593017578,5.54,13.067860300024194,0.0125,38.855550305409245,0.9758334835851281,42.67502659844455,75.71813023411059
