,Neutral,Avoid,Paved,Mean,Mean Change
50,24.948111057281494,24.948111057281494,23.227680206298828,24.374634106953938,
60,21.688382148742676,21.688382148742676,20.564555883407593,21.31377339363098,-3.060860713322956
70,20.815396070480347,20.815396070480347,20.111085653305054,20.580625931421917,-0.7331474622090646
80,17.911415576934814,17.911415576934814,17.69865345954895,17.840494871139526,-2.7401310602823905
90,14.550129175186157,14.550129175186157,15.952157974243164,15.01747210820516,-2.8230227629343663
100,14.484424352645874,14.484424352645874,14.256449937820435,14.408432881037394,-0.6090392271677665
110,13.314114093780518,13.314114093780518,12.891785860061646,13.173338015874227,-1.2350948651631661
120,10.636775970458984,10.636775970458984,12.016985177993774,11.096845706303915,-2.0764923095703125
130,12.146666288375854,12.146666288375854,10.370896339416504,11.55474297205607,0.4578972657521554
140,11.252371788024902,11.252371788024902,10.473963499069214,10.992902358373007,-0.5618406136830636
150,9.661014556884766,9.661014556884766,12.249126434326172,10.5237185160319,-0.4691838423411063
160,10.901182651519775,10.901182651519775,11.745939016342163,11.182768106460571,0.6590495904286708
170,8.26831579208374,8.26831579208374,9.516977310180664,8.684536298116049,-2.4982318083445225
180,9.819362163543701,9.819362163543701,8.195960283279419,9.278228203455607,0.5936919053395577
190,9.720279216766357,9.720279216766357,9.520281076431274,9.653613169987997,0.3753849665323905
200,8.316056489944458,8.316056489944458,9.597586154937744,8.74323304494222,-0.9103801250457764
210,8.247282266616821,8.247282266616821,9.234076023101807,8.576213518778482,-0.16701952616373816
220,8.222488164901733,8.222488164901733,7.948531866073608,8.131169398625692,-0.44504412015279016
230,8.837169408798218,8.837169408798218,8.924498319625854,8.866279045740763,0.7351096471150704
240,8.739661931991577,8.739661931991577,8.437306880950928,8.638876914978027,-0.2274021307627354
250,8.770352363586426,8.770352363586426,8.195417881011963,8.578707536061605,-0.060169378916421934
260,9.001630067825317,9.001630067825317,7.605217218399048,8.536159118016561,-0.042548418045043945
270,8.169472932815552,8.169472932815552,7.5104968547821045,7.949814240137736,-0.5863448778788252
280,8.332520246505737,8.332520246505737,7.476492643356323,8.047177712122599,0.0973634719848624
290,8.603266954421997,8.603266954421997,7.393411159515381,8.199981689453125,0.1528039773305263
300,8.421984672546387,8.421984672546387,7.5770182609558105,8.140329202016195,-0.059652487436929746
