,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200
Elapsed time,267.65591835975647,251.24786162376404,246.48591446876526,232.0180652141571,224.47567677497864,211.6984462738037,196.9295506477356,194.24913144111633,187.41024088859558,173.7311248779297,174.22190690040588,169.35061264038086,164.83124995231628,161.1879436969757,160.44571685791016,156.83947443962097,148.0862488746643,141.13048815727234,136.5433919429779,131.47987246513367,124.53391861915588,125.49525022506714,122.69388318061829,117.1833348274231,116.19353032112122,113.55366015434265,107.34564256668091,103.13385558128357,96.66198801994324,96.53957343101501,93.75117087364197
Number of paths,13.0,12.0,12.0,12.0,11.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0
