,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200
Elapsed time,231.0030746459961,216.49170780181885,218.36536812782288,209.19475317001343,199.1523518562317,186.22364687919617,175.4268274307251,168.93146467208862,162.73356008529663,158.99830555915833,157.1038658618927,146.01259088516235,147.73620343208313,143.026211977005,140.70549845695496,135.09307861328125,125.31215643882751,123.89999175071716,126.11298704147339,121.6695909500122,115.70565271377563,116.5368001461029,115.20563888549805,108.92387843132019,110.90102910995483,110.32130455970764,107.16406869888306,97.87005186080933,95.26610684394836,89.49803137779236,90.72619342803955
Number of paths,13.0,13.0,13.0,13.0,12.0,10.0,9.0,9.0,9.0,8.0,6.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0
Average paths badness,177.35586857046195,177.3558685704618,177.32700527792665,177.32700527792665,178.14822858613311,179.48104676490638,182.6044354188885,182.6044354188885,182.6044354188885,180.36700033422653,172.54807261205738,172.33036360202533,172.33036360202533,172.33036360202533,172.33036360202533,174.68851724314155,181.09108951048984,181.09108951048984,181.09108951048984,181.09108951048984,181.09108951048984,181.09108951048984,181.09108951048984,181.09108951048984,192.4574365056119,192.4574365056119,210.76484523436739,210.76484523436739,210.76484523436739,0.0,0.0
