,0,5,10,15,20,25,30,35,40,45,50
Elapsed time,533.1560802459717,500.1517837047577,433.4633843898773,390.19797468185425,351.73306107521057,334.6351215839386,313.4534499645233,299.03432297706604,291.97890543937683,283.36926460266113,273.21287298202515
Number of paths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
