,Elapsed time,N Paths,N stoplights,N steps,N paved edges,N unpaved edges,N unknown edge surfaces,Path badness
0,2.273079776763916,1.2,2.1666666666666665,0.0,15.549999999999999,0.9333333333333332,26.78333333333333,8.073861007473928
