,Elapsed time,N Paths,N stoplights,N steps,N paved edges,N unpaved edges,N unknown edge surfaces,Path badness
0,2.085129952430725,1.4,2.8888888888888893,0.0,16.744444444444444,0.9333333333333332,24.866666666666664,622.7554366963822
