,Elapsed time,N Paths,N stoplights,N steps,N paved edges,N unpaved edges,N unknown edge surfaces,Path badness
0,18.128210163116456,2.9,20.90972222222222,0.0,85.46249999999999,0.9861111111111112,94.08194444444445,84.25034386476074
