,Neutral,Avoid,Paved,Mean,Mean Change
50,111.8156943321228,111.8156943321228,118.34889698028564,113.99342854817708,
55,106.61479258537292,106.61479258537292,112.32402658462524,108.5178705851237,-5.475557963053376
60,106.2778570652008,106.2778570652008,111.5913815498352,108.04903189341228,-0.4688386917114258
65,95.27618288993835,95.27618288993835,121.17635130882263,103.90957236289978,-4.139459530512497
70,92.86563205718994,92.86563205718994,100.8811776638031,95.53748059272766,-8.37209177017212
75,87.82699275016785,87.82699275016785,97.38420867919922,91.0127313931783,-4.524749199549362
80,86.85213780403137,86.85213780403137,94.18289875984192,89.29572478930156,-1.7170066038767402
85,85.68862986564636,85.68862986564636,90.99634337425232,87.45786770184834,-1.8378570874532159
90,82.42878150939941,82.42878150939941,89.92344284057617,84.927001953125,-2.5308657487233432
95,80.31211996078491,80.31211996078491,82.64539337158203,81.08987776438396,-3.8371241887410434
100,79.08918642997742,79.08918642997742,82.21333694458008,80.13056993484497,-0.9593078295389859
105,75.49437117576599,75.49437117576599,76.79979276657104,75.92951170603435,-4.2010582288106235
110,72.52448654174805,72.52448654174805,76.26519012451172,73.77138773600261,-2.1581239700317383
115,71.31307601928711,71.31307601928711,75.64958214759827,72.7585780620575,-1.0128096739451138
120,71.4148895740509,71.4148895740509,72.54433274269104,71.79137063026428,-0.9672074317932129
125,66.63745999336243,66.63745999336243,64.366690158844,65.88053671518962,-5.910833915074662
130,63.06619477272034,63.06619477272034,62.546602725982666,62.89299742380778,-2.987539291381843
135,59.38295602798462,59.38295602798462,61.68732023239136,60.15107742945353,-2.741919994354248
140,59.06602454185486,59.06602454185486,61.24064755439758,59.7908988793691,-0.36017855008442723
145,57.68675661087036,57.68675661087036,58.48953580856323,57.95434967676798,-1.8365492026011196
150,56.58693337440491,56.58693337440491,58.271302938461304,57.14838989575704,-0.8059597810109409
155,53.85034680366516,53.85034680366516,56.60305857658386,54.76791739463806,-2.3804725011189802
160,54.690932750701904,54.690932750701904,58.208449602127075,55.86343836784363,1.0955209732055664
165,52.00956201553345,52.00956201553345,56.31208896636963,53.44373766581217,-2.419700702031456
170,52.58721995353699,52.58721995353699,56.34842801094055,53.84095597267151,0.3972183068593367
175,51.055331230163574,51.055331230163574,54.466333866119385,52.19233210881551,-1.6486238638559954
180,51.81466627120972,51.81466627120972,54.580037117004395,52.736456553141274,0.5441244443257602
185,49.76760649681091,49.76760649681091,52.96378779411316,50.83300026257833,-1.9034562905629429
190,50.03636193275452,50.03636193275452,53.76664161682129,51.27978849411011,0.4467882315317766
195,48.343355894088745,48.343355894088745,51.506420612335205,49.3977108001709,-1.882077693939209
200,48.562177658081055,48.562177658081055,51.03735637664795,49.387237230936684,-0.010473569234214608
