,Avoid,Paved
0,74.81562841018341,46.15058372102121
5,74.81562841018341,46.15058372102121
10,74.95072247824464,46.15058372102121
15,72.0385843878125,46.15058372102121
20,74.81562841018336,46.15058372102121
25,70.02966044072815,46.75691839773383
30,69.17886818026042,45.27230650219653
35,69.17886818026042,45.27230650219653
40,69.4344160035628,45.27230650219653
45,71.78853650858022,43.79904284827451
50,72.78431034284348,43.79904284827451
