,0,5,10,15,20,25,30,35,40,45,50
Elapsed time,293.2283458709717,254.77339458465576,228.45616459846497,197.8098361492157,177.51316809654236,157.54786825180054,148.9523994922638,132.9912748336792,127.78576374053955,119.6838846206665,115.6173586845398
Number of paths,10.0,10.0,10.0,10.0,11.0,11.0,12.0,11.0,10.0,10.0,11.0
Average paths badness,91.06588933044222,91.06588933044222,91.06588933044222,91.06588933044222,92.80144049011257,93.94427086916453,92.06017637821485,93.27652536495738,91.5884826927715,91.5884826927715,94.78590330111629
