,"(16.347453307518535, 48.175795107835704)","(16.306063307426022, 48.2244710079415)","(16.33485990749046, 48.18647560785937)","(16.437321207717943, 48.14339110775662)","(16.37543190758027, 48.202225407886274)","(16.434274407709545, 48.29484480806843)","(16.437110507717232, 48.17172900781501)","(16.416814407671126, 48.274647908029436)","(16.288538207387315, 48.206792507907494)","(16.267663107341004, 48.19985460789603)","(16.28567970738132, 48.18042720785359)","(16.360847207548247, 48.175038007832306)","(16.44943960774359, 48.259830907994434)","(16.40084560763678, 48.18658450785059)","(16.40840850765365, 48.174642407824976)","(16.35558860753663, 48.170731407824185)","(16.389733807611982, 48.20210890788408)","(16.38428960760046, 48.15096760777953)","(16.30895190743317, 48.168466307825774)","(16.254420307312014, 48.166939907829956)","(16.418660907676387, 48.17176520781766)","(16.387026507606336, 48.17064930781968)","(16.440134407724052, 48.156791007783816)","(16.36790500756398, 48.16787110781657)","(16.398927107632137, 48.222284807924325)","(16.431230807704235, 48.16946280781115)","(16.33719610749572, 48.18101590784784)","(16.42463440768895, 48.23481820794651)","(16.36013000754578, 48.24706800798062)","(16.24943910730087, 48.17221720784152)","(16.307113907428903, 48.18363040785731)","(16.38377460759882, 48.198342407877156)","(16.32910710747669, 48.260926208013345)","(16.380290907591416, 48.16932290781788)","(16.40939620765441, 48.294506808071226)","(16.289872507390918, 48.15815690780712)","(16.348906007520995, 48.236968507961386)","(16.376775107582805, 48.239098307961946)","(16.473865807798138, 48.21496860789885)","(16.40338170764132, 48.276493808035084)","(16.45054950774639, 48.2305831079342)","(16.448025507740535, 48.25342910798151)","(16.377539407584408, 48.24667230797739)","(16.39105240761417, 48.26161610800627)","(16.38174370759429, 48.20093200788277)","(16.26822020734257, 48.17616080784712)","(16.338922207499166, 48.21160120791056)","(16.328073107475912, 48.14249660776969)","(16.352760007529817, 48.216712007919206)","(16.419713507677553, 48.27477920802929)","(16.304270707422834, 48.16327720781576)","(16.361301807548948, 48.20166380788706)","(16.30515160742479, 48.16333350781572)","(16.281824507371912, 48.23978930797632)","(16.472191807794022, 48.25432770797996)","(16.41300360766267, 48.275526708031755)","(16.302961707418415, 48.271770908039194)","(16.31810980745326, 48.18779810786438)","(16.29810780740879, 48.19116050787401)","(16.432650307705984, 48.292508408063874)","(16.453671207753356, 48.22508010792246)","(16.303521507420896, 48.18534600786132)","(16.303477507420798, 48.18540590786144)","(16.392242307617607, 48.19658450787239)","(16.361339807549243, 48.184043007850796)","(16.387175907606675, 48.168512707815275)","(16.369804907567584, 48.22019260792403)","(16.32141420745986, 48.24319770797795)","(16.461742307771313, 48.21590190790248)","(16.369208807566515, 48.19875060787998)","(16.459279507765316, 48.265216608004145)","(16.464974407778012, 48.25755200798759)","(16.29623510740513, 48.15133290779218)","(16.433354607708605, 48.20344400788079)","(16.365408807558428, 48.16885620781896)","(16.461068307769526, 48.24373300795974)","(16.300076307412983, 48.20525760790279)","(16.43409200770916, 48.29397760806669)","(16.428925907699206, 48.16177300779562)","(16.43760660771694, 48.29423020806671)","(16.227661407251816, 48.21303440792849)","(16.44691030773792, 48.26513590800571)","(16.493298107840932, 48.233289307933795)","(16.397329807629394, 48.14547090776641)","(16.271088607348624, 48.199823707895504)","(16.435521607713856, 48.15607770778301)","(16.34429070751064, 48.244449007977394)","(16.364019407555453, 48.158711807798234)","(16.43637940771421, 48.295336308069146)","(16.35759750754008, 48.252100407991314)","(16.319133107455844, 48.16180730781071)","(16.29836180740987, 48.150137807789434)","(16.283564407376865, 48.161096907814006)","(16.28115910737033, 48.2468317079909)","(16.452980707751315, 48.27022190801528)","(16.30823220743085, 48.22332590793887)","(16.20863000720961, 48.20193670790818)","(16.46105680776956, 48.237765707947496)","(16.307887407429877, 48.23792730796895)","(16.346175007516113, 48.13679910775549)"
Elapsed time,19.20336937904358,21.898621559143066,42.14743423461914,5.845964193344116,35.2109432220459,5.858571529388428,10.851045370101929,8.181931972503662,24.540526628494263,9.7032630443573,18.834895610809326,45.64423441886902,13.748506546020508,24.84740114212036,24.48240876197815,31.993781566619873,37.68658995628357,16.898849725723267,25.64334535598755,10.315881729125977,22.94065809249878,37.0055730342865,9.055136442184448,26.197502613067627,12.68125033378601,11.320724487304688,36.0457661151886,7.416493654251099,14.512379884719849,6.170696496963501,26.997382402420044,36.8615140914917,5.587257623672485,33.19563126564026,5.110672950744629,16.70734477043152,26.72640562057495,10.907183647155762,8.343082904815674,12.665084838867188,11.323973894119263,13.918709516525269,6.951827764511108,9.34739375114441,38.03688859939575,10.491731405258179,43.065187215805054,12.28639030456543,41.830976247787476,8.42158317565918,26.010838747024536,54.87286019325256,25.31828737258911,6.331501483917236,8.781044721603394,10.949654817581177,4.844618320465088,30.676657676696777,25.667635679244995,7.326839208602905,16.75661611557007,24.006910800933838,22.889556884765625,18.294227361679077,44.498703479766846,35.94484519958496,28.60219430923462,14.517183542251587,6.328187942504883,35.52391576766968,8.683505773544312,10.907152891159058,15.909271240234375,2.1883130073547363,26.411943912506104,14.274473190307617,27.1883761882782,5.956097364425659,14.441248178482056,5.8661112785339355,4.3813793659210205,10.919421195983887,8.109061479568481,8.62448763847351,14.909142971038818,4.481163263320923,24.420177936553955,39.49004864692688,5.454695701599121,9.315791368484497,27.626882076263428,16.326362133026123,23.11164164543152,7.619114398956299,10.40856671333313,22.58902668952942,3.307732582092285,14.033614873886108,16.267138719558716,6.350836992263794
Number of paths,1.0,4.0,11.0,0.0,2.0,2.0,0.0,0.0,7.0,1.0,2.0,4.0,0.0,3.0,1.0,3.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,2.0,4.0,6.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,8.0,2.0,4.0,0.0,1.0,8.0,3.0,0.0,1.0,0.0,4.0,2.0,9.0,0.0,3.0,4.0,3.0,0.0,11.0,6.0,3.0,2.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,0.0,0.0,3.0,0.0
Average paths badness,2892.6767961107544,2976.35613012457,2799.110496205243,,2936.7266332357904,3142.4925319824843,,,2937.0992400115542,3145.66124084532,3087.4377563138314,2938.579611753963,,2961.8891535956022,2913.366653117255,2919.49952464003,2846.8121350699466,,2855.5988302985065,,2847.914892805402,2932.8101211072335,,,,,2909.629167263132,,2918.379312285473,3057.9699394925883,2988.2572485660394,2855.259489979706,,2940.861300929484,,3093.9312661607746,2822.842982329717,,,,,,2792.5376251790713,,2833.9704175366887,3182.3278885594937,2887.80971044994,2826.3575900868263,2776.685539270239,,2949.6926651658723,2790.057368973712,3030.8465962823925,,2999.351642244219,,3185.2844484971056,2982.457927612133,2980.761133025324,,2777.410567976216,2949.6476183149016,2922.015089729355,,2846.588113781052,2897.6373070121704,2732.7808138110595,3042.782348143606,3202.8054359985417,2909.8204082874627,,,2969.8705790141357,,,,3059.231431875193,3033.6570258525135,3016.1116262562064,,3195.3957554806584,2732.7078366059723,,,,,2944.163430743523,2946.704266209977,,,2923.275358445717,2932.1968608121133,3116.5590056970955,3185.0472153249098,3182.6650629326577,2964.3930290608296,,,3022.5872697259315,
Avg. number of stoplights,53.0,41.0,61.27272727272727,,63.0,2.0,,,48.142857142857146,6.0,18.5,36.75,,51.0,46.0,48.0,66.0,,43.666666666666664,,43.0,39.5,,,,,43.666666666666664,,50.5,15.5,39.0,59.666666666666664,,45.0,,23.0,47.666666666666664,,,,,,54.0,,61.5,8.0,44.375,35.0,64.5,,52.0,65.0,34.666666666666664,,25.0,,1.25,38.5,28.88888888888889,,35.666666666666664,38.0,42.0,,53.45454545454545,52.0,62.333333333333336,21.0,0.0,60.0,,,27.0,,,,25.75,9.0,32.0,,0.0,43.0,,,,,43.333333333333336,40.875,,,46.0,48.0,16.75,4.0,0.0,42.5,,,31.333333333333332,
Avg. number of steps,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,
Avg. number of paved edges,103.0,73.5,101.0,,124.5,6.5,,,78.57142857142857,37.0,79.5,75.75,,125.66666666666667,75.0,90.33333333333333,167.0,,100.0,,101.0,97.5,,,,,126.66666666666667,,98.5,36.5,72.75,137.83333333333334,,99.5,,61.0,73.33333333333333,,,,,,123.0,,140.5,47.0,75.875,62.0,95.5,,89.0,108.0,81.33333333333333,,60.0,,18.5,75.5,78.77777777777777,,53.666666666666664,78.75,80.0,,105.72727272727273,105.5,110.0,40.0,9.0,107.0,,,63.0,,,,48.5,17.0,95.0,,29.0,65.0,,,,,122.66666666666667,95.0,,,113.0,95.0,56.5,32.333333333333336,7.0,78.5,,,77.33333333333333,
Avg. number of unpaved edges,0.0,0.5,0.9090909090909091,,1.0,14.0,,,0.2857142857142857,8.0,4.5,0.25,,1.0,1.0,1.3333333333333333,1.0,,1.0,,0.0,0.0,,,,,1.1666666666666667,,1.5,6.5,4.0,0.5,,0.5,,3.0,0.0,,,,,,1.0,,0.0,0.0,0.125,2.0,0.75,,0.0,0.375,0.0,,1.0,,16.25,3.0,2.111111111111111,,1.3333333333333333,6.25,6.666666666666667,,1.5454545454545454,0.16666666666666666,1.6666666666666667,6.0,8.0,0.4,,,6.0,,,,5.25,11.0,0.0,,13.0,0.0,,,,,0.0,0.5,,,0.0,1.0,3.0,6.0,0.0,0.0,,,0.0,
Avg. number of edges with unknown surface,97.0,97.5,83.36363636363636,,103.5,52.0,,,79.28571428571429,64.0,84.0,86.0,,81.0,71.0,82.66666666666667,65.0,,71.0,,60.0,83.0,,,,,69.66666666666667,,93.5,71.5,101.25,82.0,,78.5,,86.0,85.33333333333333,,,,,,93.0,,84.5,103.0,90.625,92.0,96.5,,112.0,90.25,101.0,,79.0,,57.0,96.0,80.44444444444444,,71.0,93.5,91.66666666666667,,81.54545454545455,100.16666666666667,62.666666666666664,78.5,56.0,115.0,,,91.0,,,,90.75,61.0,81.0,,63.0,72.0,,,,,70.66666666666667,99.875,,,94.0,91.0,103.5,86.66666666666667,79.0,94.0,,,66.66666666666667,
