Setting,Elapsed time,N Paths,N stoplights,N steps,N paved edges,N unpaved edges,N unknown edge surfaces,Path badness
neutral,137.96215648412704,9.95,46.85396294969693,0.0224719101123595,113.56294617472672,3.2739202710428046,123.22699897103018,
avoid,121.48502400875093,6.86,36.783179717759246,0.0,116.36971159273894,3.6756606646650383,125.94546548565778,156.9194774381388
prefer,117.2721685743332,6.76,50.47466722791376,0.0,127.4649932612778,2.9253886046894615,120.5786303802012,210.99316731584568
paved,34.67793538093567,0.77,58.87612612612613,0.0,115.69594594594597,2.6013513513513513,126.73873873873876,4422.152825330644
