Setting,Elapsed time,N Paths,N stoplights,N steps,N paved edges,N unpaved edges,N unknown edge surfaces,Path badness
neutral,3.296587951183319,7.8,3.814085281373273,0.0,13.350857079329302,0.7507812791256814,19.905656060993117,
avoid,3.2921518206596376,7.82,3.3067082797335123,0.0,13.290557715501976,0.7634458833254014,20.201901208245523,12.97314092195047
prefer,3.3478959441184997,7.88,3.861565377642077,0.0,13.985652748867269,0.6929052483464248,19.618059931502422,35.315792053233814
paved,2.9447220945358277,7.44,4.538066569075428,0.0,13.626169075467246,0.8120663073076787,20.023467169213696,616.8478484097033
