Setting,Elapsed time,N Paths,N stoplights,N steps,N paved edges,N unpaved edges,N unknown edge surfaces,Path badness
neutral,12.426762835979462,8.4,12.817191481352534,0.0136363636363636,36.87999811583427,1.1475589464332825,43.94091420875157,
avoid,11.766489396095276,7.25,10.657433814681903,0.0,37.190007788291815,1.1681036295008531,44.3605851161148,42.45375529448496
prefer,11.208658576011658,6.98,12.798242957179712,0.0117647058823529,38.76207602291281,0.845783491312341,42.66654682181742,76.11956691785508
paved,6.150088968276978,3.89,14.35624017510552,0.0259740259740259,35.54392619038894,1.020785140658688,44.904256916850905,1514.0175915184263
