,0.5,0.55,0.6000000000000001,0.6500000000000001,0.7000000000000002,0.7500000000000002,0.8000000000000003,0.8500000000000003,0.9000000000000004,0.9500000000000004,1.0
Elapsed time,268.23256397247314,230.3886456489563,290.3711497783661,278.1218931674957,205.92995858192444,229.53777551651,255.94734358787537,261.3944876194,337.04472947120667,465.0044994354248,649.7539715766907
Number of paths,6.0,8.0,11.0,10.0,19.0,16.0,19.0,21.0,48.0,108.0,247.0
Average paths badness,141.1350073916768,147.38123863900523,139.09016846636487,125.70803637422469,135.96987734650085,128.96507290268175,122.39502039020178,148.281482878993,152.74782130098052,162.0546488852142,151.02038562633345
