,0.5,0.55,0.6000000000000001,0.6500000000000001,0.7000000000000002,0.7500000000000002,0.8000000000000003,0.8500000000000003,0.9000000000000004,0.9500000000000004,1.0
Elapsed time,270.97600173950195,243.22306847572327,285.14613342285156,288.8847165107727,241.34989047050476,242.18606042861938,282.681236743927,292.863765001297,359.2589313983917,474.09520983695984,672.2630631923676
Number of paths,9.0,11.0,13.0,14.0,18.0,23.0,24.0,28.0,47.0,133.0,242.0
Average paths badness,96.90844980868516,99.94140410471135,108.04870273721463,104.78404265414754,103.19804354864775,103.07321069723042,102.66507385762247,100.7252322179477,98.95295560737507,102.4821013914152,102.5232303840694
