,"(16.40444240764465, 48.19675190787102)","(16.253945507310487, 48.20105010790031)","(16.37813870758685, 48.148956507776205)","(16.464780107778022, 48.216526607903326)","(16.405046007645307, 48.25367790798799)","(16.445702807736403, 48.15301310777529)","(16.471234207791944, 48.250879907973)","(16.400306307636036, 48.140493807755746)","(16.380436907591758, 48.16821060781559)","(16.40367340764266, 48.22140610792185)"
Elapsed time,8.138294696807861,4.02388334274292,11.242344617843628,6.754748106002808,6.183971405029297,9.927931547164917,5.319277048110962,10.061774969100952,19.960527658462524,8.183943271636963
Number of paths,6.0,3.0,8.0,4.0,2.0,0.0,1.0,7.0,10.0,1.0
Average paths badness,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Avg. number of stoplights,19.5,6.0,6.5,4.75,12.5,,17.0,6.428571428571429,14.3,8.0
Avg. number of steps,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Avg. number of paved edges,81.5,29.666666666666668,25.625,19.75,72.0,,37.0,16.714285714285715,43.0,38.0
Avg. number of unpaved edges,0.0,0.6666666666666666,0.0,0.25,0.0,,0.0,0.2857142857142857,0.1,5.0
Avg. number of edges with unknown surface,41.0,44.333333333333336,45.625,37.0,51.0,,34.0,51.0,53.7,61.0
